"","Date","State","TotalSamples","Negative","Positive"
"10799",2021-03-23,"Punjab",5666257,NA,NA
"10800",2021-03-24,"Punjab",5703944,NA,NA
"10801",2021-03-25,"Punjab",5744842,NA,NA
"10802",2021-03-26,"Punjab",5782674,NA,NA
"10803",2021-03-27,"Punjab",5810694,NA,NA
"10804",2021-03-28,"Punjab",5848083,NA,NA
"10805",2021-03-29,"Punjab",5870655,NA,NA
"10806",2021-03-30,"Punjab",5894441,NA,NA
"10807",2021-03-31,"Punjab",5932096,NA,NA
"10808",2021-04-01,"Punjab",5972667,NA,NA
"10809",2021-04-02,"Punjab",6014612,NA,NA
"10810",2021-04-03,"Punjab",6043312,NA,NA
"10811",2021-04-04,"Punjab",6080083,NA,NA
"10812",2021-04-05,"Punjab",6101688,NA,NA
"10813",2021-04-06,"Punjab",6145532,NA,NA
"10814",2021-04-07,"Punjab",6189014,NA,NA
"10815",2021-04-08,"Punjab",6235386,NA,NA
"10816",2021-04-09,"Punjab",6270878,NA,NA
"10817",2021-04-10,"Punjab",6308652,NA,NA
"10818",2021-04-11,"Punjab",6346316,NA,NA
"10819",2021-04-12,"Punjab",6368902,NA,NA
"10820",2021-04-13,"Punjab",6407939,NA,NA
"10821",2021-04-14,"Punjab",6440181,NA,NA
"10822",2021-04-15,"Punjab",6473869,NA,NA
"10823",2021-04-16,"Punjab",6517986,NA,NA
"10824",2021-04-17,"Punjab",6561028,NA,NA
"10825",2021-04-18,"Punjab",6607723,NA,NA
"10826",2021-04-19,"Punjab",6639409,NA,NA
"10827",2021-04-20,"Punjab",6690798,NA,NA
"10828",2021-04-21,"Punjab",6744906,NA,NA
"10829",2021-04-22,"Punjab",6792211,NA,NA
"10830",2021-04-23,"Punjab",6848790,NA,NA
"10831",2021-04-24,"Punjab",6903246,NA,NA
"10832",2021-04-25,"Punjab",6961532,NA,NA
"10833",2021-04-26,"Punjab",6996890,NA,NA
"10834",2021-04-27,"Punjab",7054436,NA,NA
"10835",2021-04-28,"Punjab",7107801,NA,NA
"10836",2021-04-29,"Punjab",7163789,NA,NA
"10837",2021-04-30,"Punjab",7221431,NA,NA
"10838",2021-05-01,"Punjab",7281978,NA,NA
"10839",2021-05-02,"Punjab",7340768,NA,NA
"10840",2021-05-03,"Punjab",7377560,NA,NA
"10841",2021-05-04,"Punjab",7443337,NA,NA
"10842",2021-05-05,"Punjab",7510673,NA,NA
"10843",2021-05-06,"Punjab",7574249,NA,NA
"10844",2021-05-07,"Punjab",7642667,NA,NA
"10845",2021-05-08,"Punjab",7707585,NA,NA
"10846",2021-05-09,"Punjab",7767351,NA,NA
"10847",2021-05-10,"Punjab",7805157,NA,NA
"10848",2021-05-11,"Punjab",7868067,NA,NA
"10849",2021-05-12,"Punjab",7932936,NA,NA
"10850",2021-05-13,"Punjab",8001745,NA,NA
"10851",2021-05-14,"Punjab",8072800,NA,NA
"10852",2021-05-15,"Punjab",8140404,NA,NA
"10853",2021-05-16,"Punjab",8212826,NA,NA
"10854",2021-05-17,"Punjab",8273820,NA,NA
"10855",2021-05-18,"Punjab",8337236,NA,NA
"10856",2021-05-19,"Punjab",8410481,NA,NA
"10857",2021-05-20,"Punjab",8482144,NA,NA
"10858",2021-05-21,"Punjab",8556117,NA,NA
"10859",2021-05-22,"Punjab",8636245,NA,NA
"10860",2021-05-23,"Punjab",8719503,NA,NA
"10861",2021-05-24,"Punjab",8775622,NA,NA
"10862",2021-05-25,"Punjab",8850305,NA,NA
"10863",2021-05-26,"Punjab",8925740,NA,NA
"10864",2021-05-27,"Punjab",9001438,NA,NA
"10865",2021-05-28,"Punjab",9074280,NA,NA
"10866",2021-05-29,"Punjab",9142425,NA,NA
"10867",2021-05-30,"Punjab",9209841,NA,NA
"10868",2021-05-31,"Punjab",9256146,NA,NA
"10869",2021-06-01,"Punjab",9325491,NA,NA
"10870",2021-06-02,"Punjab",9393735,NA,NA
"10871",2021-06-03,"Punjab",9462776,NA,NA
"10872",2021-06-04,"Punjab",9530712,NA,NA
"10873",2021-06-05,"Punjab",9598059,NA,NA
"10874",2021-06-06,"Punjab",9660801,NA,NA
"10875",2021-06-07,"Punjab",9698676,NA,NA
"10876",2020-04-07,"Rajasthan",17638,16401,363
"10877",2020-04-08,"Rajasthan",17638,16401,363
"10878",2020-04-09,"Rajasthan",19107,17851,463
"10879",2020-04-10,"Rajasthan",22349,20698,561
"10880",2020-04-11,"Rajasthan",24857,22583,678
"10881",2020-04-12,"Rajasthan",28505,25105,796
"10882",2020-04-13,"Rajasthan",31804,28657,847
"10883",2020-04-14,"Rajasthan",34928,29376,1005
"10884",2020-04-15,"Rajasthan",37860,31902,1076
"10885",2020-04-16,"Rajasthan",40778,33739,1101
"10886",2020-04-17,"Rajasthan",42847,36153,1229
"10887",2020-04-18,"Rajasthan",47197,39092,1282
"10888",2020-04-19,"Rajasthan",51614,43537,1478
"10889",2020-04-20,"Rajasthan",57290,47657,1576
"10890",2020-04-21,"Rajasthan",61492,54100,1735
"10891",2020-04-22,"Rajasthan",66257,58552,1888
"10892",2020-04-23,"Rajasthan",69764,63485,1964
"10893",2020-04-24,"Rajasthan",74484,68133,2034
"10894",2020-04-25,"Rajasthan",78993,71806,2083
"10895",2020-04-26,"Rajasthan",82942,75670,2185
"10896",2020-04-27,"Rajasthan",87777,80830,2262
"10897",2020-04-28,"Rajasthan",92506,85834,2364
"10898",2020-04-29,"Rajasthan",97790,90108,2438
"10899",2020-04-30,"Rajasthan",103704,NA,2584
"10900",2020-05-01,"Rajasthan",108543,100277,2666
"10901",2020-05-02,"Rajasthan",113934,104705,2720
"10902",2020-05-03,"Rajasthan",120240,112345,2886
"10903",2020-05-04,"Rajasthan",129258,122513,3061
"10904",2020-05-05,"Rajasthan",134987,128297,3158
"10905",2020-05-06,"Rajasthan",139580,134172,3317
"10906",2020-05-07,"Rajasthan",145510,139830,3427
"10907",2020-05-08,"Rajasthan",152245,146198,3579
"10908",2020-05-09,"Rajasthan",159157,152296,3708
"10909",2020-05-10,"Rajasthan",166424,158830,3814
"10910",2020-05-11,"Rajasthan",176130,168546,3988
"10911",2020-05-12,"Rajasthan",185610,NA,4126
"10912",2020-05-13,"Rajasthan",194683,186125,4328
"10913",2020-05-14,"Rajasthan",204243,197269,4534
"10914",2020-05-15,"Rajasthan",212317,203770,4747
"10915",2020-05-16,"Rajasthan",221439,213395,4960
"10916",2020-05-17,"Rajasthan",231946,221764,5202
"10917",2020-05-18,"Rajasthan",243476,234165,5375
"10918",2020-05-19,"Rajasthan",254533,244955,5845
"10919",2020-05-20,"Rajasthan",265555,254128,6015
"10920",2020-05-21,"Rajasthan",275974,266687,6227
"10921",2020-05-22,"Rajasthan",287164,277744,6494
"10922",2020-05-23,"Rajasthan",303935,292384,6657
"10923",2020-05-24,"Rajasthan",317067,306209,7028
"10924",2020-05-25,"Rajasthan",327836,318146,7300
"10925",2020-05-26,"Rajasthan",337159,326368,7536
"10926",2020-05-27,"Rajasthan",350600,338611,7816
"10927",2020-05-28,"Rajasthan",365556,351861,8067
"10928",2020-05-29,"Rajasthan",379315,365925,8365
"10929",2020-05-30,"Rajasthan",395490,382315,8617
"10930",2020-05-31,"Rajasthan",409777,396789,8831
"10931",2020-06-01,"Rajasthan",425184,411965,9100
"10932",2020-06-02,"Rajasthan",440789,428471,9373
"10933",2020-06-03,"Rajasthan",454788,440850,9652
"10934",2020-06-04,"Rajasthan",467129,451826,9862
"10935",2020-06-05,"Rajasthan",480910,465349,10084
"10936",2020-06-06,"Rajasthan",494480,478366,10337
"10937",2020-06-07,"Rajasthan",506784,491233,10599
"10938",2020-06-08,"Rajasthan",518350,503208,10876
"10939",2020-06-09,"Rajasthan",530031,515872,11245
"10940",2020-06-10,"Rajasthan",543312,527864,11600
"10941",2020-06-11,"Rajasthan",558064,542256,11838
"10942",2020-06-12,"Rajasthan",571543,556040,12068
"10943",2020-06-13,"Rajasthan",584954,569314,12401
"10944",2020-06-14,"Rajasthan",598920,583279,12694
"10945",2020-06-15,"Rajasthan",609296,594991,12981
"10946",2020-06-16,"Rajasthan",622334,606279,13216
"10947",2020-06-17,"Rajasthan",637937,620217,13542
"10948",2020-06-18,"Rajasthan",654816,636216,13857
"10949",2020-06-19,"Rajasthan",667643,650510,14156
"10950",2020-06-20,"Rajasthan",683017,664383,14537
"10951",2020-06-21,"Rajasthan",699126,680233,14930
"10952",2020-06-22,"Rajasthan",709592,691507,15232
"10953",2020-06-23,"Rajasthan",726077,706363,15627
"10954",2020-06-24,"Rajasthan",740855,721511,16009
"10955",2020-06-25,"Rajasthan",757137,737395,16296
"10956",2020-06-26,"Rajasthan",770174,750535,16660
"10957",2020-06-27,"Rajasthan",784803,764966,16944
"10958",2020-06-28,"Rajasthan",800214,780247,17271
"10959",2020-06-29,"Rajasthan",809777,789921,17660
"10960",2020-06-30,"Rajasthan",824213,803554,18014
"10961",2020-07-01,"Rajasthan",839370,818485,18312
"10962",2020-07-02,"Rajasthan",854274,832738,18662
"10963",2020-07-03,"Rajasthan",869602,846953,19052
"10964",2020-07-04,"Rajasthan",889355,865371,19532
"10965",2020-07-05,"Rajasthan",909132,884457,20164
"10966",2020-07-06,"Rajasthan",920600,896508,20688
"10967",2020-07-07,"Rajasthan",940758,915326,21404
"10968",2020-07-08,"Rajasthan",963454,936065,22063
"10969",2020-07-09,"Rajasthan",987272,960369,22563
"10970",2020-07-10,"Rajasthan",1009195,981938,23174
"10971",2020-07-11,"Rajasthan",1032198,1003903,23748
"10972",2020-07-12,"Rajasthan",1054080,1025295,24392
"10973",2020-07-13,"Rajasthan",1068283,1039250,24936
"10974",2020-07-14,"Rajasthan",1096696,1065910,25571
"10975",2020-07-15,"Rajasthan",1123902,1091930,26437
"10976",2020-07-16,"Rajasthan",1151952,1119188,27174
"10977",2020-07-17,"Rajasthan",1175379,1142148,27789
"10978",2020-07-18,"Rajasthan",1204676,1169662,28500
"10979",2020-07-19,"Rajasthan",1231760,1195328,29434
"10980",2020-07-20,"Rajasthan",1244387,1207571,30390
"10981",2020-07-21,"Rajasthan",1270376,1232900,31373
"10982",2020-07-22,"Rajasthan",1298218,1259602,32334
"10983",2020-07-23,"Rajasthan",1325580,1285878,33220
"10984",2020-07-24,"Rajasthan",1349544,1309112,34178
"10985",2020-07-25,"Rajasthan",1377850,1335929,35298
"10986",2020-07-26,"Rajasthan",1403124,1361480,36430
"10987",2020-07-27,"Rajasthan",1417882,1374679,37564
"10988",2020-07-28,"Rajasthan",1445240,1402268,38636
"10989",2020-07-29,"Rajasthan",1473098,1429523,39780
"10990",2020-07-30,"Rajasthan",1500693,1455427,40936
"10991",2020-07-31,"Rajasthan",1526962,1481949,42083
"10992",2020-08-01,"Rajasthan",1553942,1507518,43243
"10993",2020-08-02,"Rajasthan",1570989,1525094,44410
"10994",2020-08-03,"Rajasthan",1584925,1538352,45555
"10995",2020-08-04,"Rajasthan",1592318,1545391,46679
"10996",2020-08-05,"Rajasthan",1619744,1570626,47272
"10997",2020-08-06,"Rajasthan",1651221,1600732,48996
"10998",2020-08-07,"Rajasthan",1678314,1626488,50157
"10999",2020-08-08,"Rajasthan",1710963,1656370,51328
"11000",2020-08-09,"Rajasthan",1740732,1683981,52497
"11001",2020-08-10,"Rajasthan",1754897,1699840,53670
"11002",2020-08-11,"Rajasthan",1784992,1727722,NA
"11003",2020-08-12,"Rajasthan",1820131,1759088,56100
"11004",2020-08-13,"Rajasthan",1839445,1778894,57414
"11005",2020-08-14,"Rajasthan",1868534,1807490,58692
"11006",2020-08-15,"Rajasthan",1898595,1835625,59979
"11007",2020-08-16,"Rajasthan",1913726,1850043,61296
"11008",2020-08-17,"Rajasthan",1930842,1865936,62630
"11009",2020-08-18,"Rajasthan",1966178,1899725,63977
"11010",2020-08-19,"Rajasthan",1998912,1930213,NA
"11011",2020-08-20,"Rajasthan",2033646,1963754,NA
"11012",2020-08-21,"Rajasthan",2062109,1990256,67954
"11013",2020-08-22,"Rajasthan",2093850,2021945,NA
"11014",2020-08-23,"Rajasthan",2122395,2048693,NA
"11015",2020-08-24,"Rajasthan",2137137,2063202,NA
"11016",2020-08-25,"Rajasthan",2166744,2091316,NA
"11017",2020-08-26,"Rajasthan",2196353,2118295,NA
"11018",2020-08-27,"Rajasthan",2228662,2148920,NA
"11019",2020-08-28,"Rajasthan",2254613,2174174,NA
"11020",2020-08-29,"Rajasthan",2274901,2193549,NA
"11021",2020-08-30,"Rajasthan",2302023,2218765,NA
"11022",2020-08-31,"Rajasthan",2314603,2230754,NA
"11023",2020-09-01,"Rajasthan",2343369,2257909,NA
"11024",2020-09-02,"Rajasthan",2364613,2277602,NA
"11025",2020-09-03,"Rajasthan",2392144,2302972,NA
"11026",2020-09-04,"Rajasthan",2416268,2326326,NA
"11027",2020-09-05,"Rajasthan",2443995,2352305,NA
"11028",2020-09-06,"Rajasthan",2471540,2378102,NA
"11029",2020-09-07,"Rajasthan",2483715,2389258,NA
"11030",2020-09-08,"Rajasthan",2513910,2417075,NA
"11031",2020-09-09,"Rajasthan",2542632,2444289,NA
"11032",2020-09-10,"Rajasthan",2572191,2472374,NA
"11033",2020-09-11,"Rajasthan",2599477,2498205,NA
"11034",2020-09-12,"Rajasthan",2630771,2527228,NA
"11035",2020-09-13,"Rajasthan",2658373,2553839,NA
"11036",2020-09-14,"Rajasthan",2672224,2566267,NA
"11037",2020-09-15,"Rajasthan",2705303,2595594,NA
"11038",2020-09-16,"Rajasthan",2738444,2626768,NA
"11039",2020-09-17,"Rajasthan",2767508,2654216,NA
"11040",2020-09-18,"Rajasthan",2795479,2680626,NA
"11041",2020-09-19,"Rajasthan",2826262,2709269,NA
"11042",2020-09-20,"Rajasthan",2856718,2739391,NA
"11043",2020-09-21,"Rajasthan",2870267,2751165,NA
"11044",2020-09-22,"Rajasthan",2904053,2782179,NA
"11045",2020-09-23,"Rajasthan",2935751,2811835,NA
"11046",2020-09-24,"Rajasthan",2968083,2842797,NA
"11047",2020-09-25,"Rajasthan",2994763,2867910,NA
"11048",2020-09-26,"Rajasthan",3024341,2893933,NA
"11049",2020-09-27,"Rajasthan",3051135,2920018,NA
"11050",2020-09-28,"Rajasthan",3062603,2929621,NA
"11051",2020-09-29,"Rajasthan",3091105,2955369,NA
"11052",2020-09-30,"Rajasthan",3118797,2980551,NA
"11053",2020-10-01,"Rajasthan",3143572,3003442,NA
"11054",2020-10-02,"Rajasthan",3165902,3023628,NA
"11055",2020-10-03,"Rajasthan",3182409,3038596,NA
"11056",2020-10-04,"Rajasthan",3207733,3061376,NA
"11057",2020-10-05,"Rajasthan",3219068,3071195,NA
"11058",2020-10-06,"Rajasthan",3245268,3094311,NA
"11059",2020-10-07,"Rajasthan",3267575,3112877,NA
"11060",2020-10-08,"Rajasthan",3291115,3136383,NA
"11061",2020-10-09,"Rajasthan",3311811,3154680,NA
"11062",2020-10-10,"Rajasthan",3335785,3176313,NA
"11063",2020-10-11,"Rajasthan",3356935,3195594,NA
"11064",2020-10-12,"Rajasthan",3366071,3203020,NA
"11065",2020-10-13,"Rajasthan",3392097,3226089,NA
"11066",2020-10-14,"Rajasthan",3414166,3246485,NA
"11067",2020-10-15,"Rajasthan",3436121,3266766,NA
"11068",2020-10-16,"Rajasthan",3456029,3284844,NA
"11069",2020-10-17,"Rajasthan",3478430,3304360,NA
"11070",2020-10-18,"Rajasthan",3490719,3315575,NA
"11071",2020-10-19,"Rajasthan",3499421,3322097,NA
"11072",2020-10-20,"Rajasthan",3524088,3343985,NA
"11073",2020-10-21,"Rajasthan",3546683,3365283,NA
"11074",2020-10-22,"Rajasthan",3568198,3385209,NA
"11075",2020-10-23,"Rajasthan",3587537,3402531,NA
"11076",2020-10-24,"Rajasthan",3609151,3422631,NA
"11077",2020-10-25,"Rajasthan",3623031,3434999,NA
"11078",2020-10-26,"Rajasthan",3631465,3441260,NA
"11079",2020-10-27,"Rajasthan",3654738,3462427,NA
"11080",2020-10-28,"Rajasthan",3677569,3483561,NA
"11081",2020-10-29,"Rajasthan",3699339,3503822,NA
"11082",2020-10-30,"Rajasthan",3718493,3521044,NA
"11083",2020-10-31,"Rajasthan",3732880,3533901,NA
"11084",2020-11-01,"Rajasthan",3753254,3551617,NA
"11085",2020-11-02,"Rajasthan",3761961,3559145,NA
"11086",2020-11-03,"Rajasthan",3785407,3580198,NA
"11087",2020-11-04,"Rajasthan",3806335,3599886,NA
"11088",2020-11-05,"Rajasthan",3825035,3617138,NA
"11089",2020-11-06,"Rajasthan",3844472,3634205,NA
"11090",2020-11-07,"Rajasthan",3865194,3652769,NA
"11091",2020-11-08,"Rajasthan",3885562,3671577,NA
"11092",2020-11-09,"Rajasthan",3896209,3682224,NA
"11093",2020-11-10,"Rajasthan",3921623,3703657,NA
"11094",2020-11-11,"Rajasthan",3943942,3724338,NA
"11095",2020-11-12,"Rajasthan",3966824,3744714,NA
"11096",2020-11-13,"Rajasthan",3988281,3764423,NA
"11097",2020-11-14,"Rajasthan",4007392,3781300,NA
"11098",2020-11-15,"Rajasthan",4015598,3787906,NA
"11099",2020-11-16,"Rajasthan",4022884,3793329,NA
"11100",2020-11-17,"Rajasthan",4035833,3803680,NA
"11101",2020-11-18,"Rajasthan",4059776,3824525,NA
"11102",2020-11-19,"Rajasthan",4091779,3854940,NA
"11103",2020-11-20,"Rajasthan",4119378,3880547,NA
"11104",2020-11-21,"Rajasthan",4149854,3907807,NA
"11105",2020-11-22,"Rajasthan",4179816,3934715,NA
"11106",2020-11-23,"Rajasthan",4194121,3946080,NA
"11107",2020-11-24,"Rajasthan",4225732,3973287,NA
"11108",2020-11-25,"Rajasthan",4259050,4002961,NA
"11109",2020-11-26,"Rajasthan",4290454,4030640,NA
"11110",2020-11-27,"Rajasthan",4322512,4059687,NA
"11111",2020-11-28,"Rajasthan",4358971,4093818,NA
"11112",2020-11-29,"Rajasthan",4395899,4127832,NA
"11113",2020-11-30,"Rajasthan",4411509,4140463,NA
"11114",2020-12-01,"Rajasthan",4435119,4162364,NA
"11115",2020-12-02,"Rajasthan",4472909,4196748,NA
"11116",2020-12-03,"Rajasthan",4512399,4233930,NA
"11117",2020-12-04,"Rajasthan",4549574,4269390,NA
"11118",2020-12-05,"Rajasthan",4586151,4303968,NA
"11119",2020-12-06,"Rajasthan",4617606,4333657,NA
"11120",2020-12-07,"Rajasthan",4630233,4344758,NA
"11121",2020-12-08,"Rajasthan",4664755,4376876,NA
"11122",2020-12-09,"Rajasthan",4694145,4404887,NA
"11123",2020-12-10,"Rajasthan",4724809,4434303,NA
"11124",2020-12-11,"Rajasthan",4752183,4460507,NA
"11125",2020-12-12,"Rajasthan",4778273,4485147,NA
"11126",2020-12-13,"Rajasthan",4807770,4513102,NA
"11127",2020-12-14,"Rajasthan",4821740,4526438,NA
"11128",2020-12-15,"Rajasthan",4855362,4558033,NA
"11129",2020-12-16,"Rajasthan",4886577,4588095,NA
"11130",2020-12-17,"Rajasthan",4917294,4617374,NA
"11131",2020-12-18,"Rajasthan",4944021,4643895,NA
"11132",2020-12-19,"Rajasthan",4973056,4671821,NA
"11133",2020-12-20,"Rajasthan",5000134,4698043,NA
"11134",2020-12-21,"Rajasthan",5010313,4707734,NA
"11135",2020-12-22,"Rajasthan",5041704,4737642,NA
"11136",2020-12-23,"Rajasthan",5071192,4765887,NA
"11137",2020-12-24,"Rajasthan",5101937,4796004,NA
"11138",2020-12-25,"Rajasthan",5129178,4823245,NA
"11139",2020-12-26,"Rajasthan",5145231,4838513,NA
"11140",2020-12-27,"Rajasthan",5173485,4866322,NA
"11141",2020-12-28,"Rajasthan",5183831,NA,NA
"11142",2020-12-29,"Rajasthan",5213762,NA,NA
"11143",2020-12-30,"Rajasthan",5239812,NA,NA
"11144",2020-12-31,"Rajasthan",5265204,NA,NA
"11145",2021-01-01,"Rajasthan",5285777,NA,NA
"11146",2021-01-02,"Rajasthan",5304141,NA,NA
"11147",2021-01-03,"Rajasthan",5325309,NA,NA
"11148",2021-01-04,"Rajasthan",5333805,NA,NA
"11149",2021-01-05,"Rajasthan",5358544,NA,NA
"11150",2021-01-06,"Rajasthan",5382172,NA,NA
"11151",2021-01-07,"Rajasthan",5405423,NA,NA
"11152",2021-01-08,"Rajasthan",5427159,NA,NA
"11153",2021-01-09,"Rajasthan",5450256,NA,NA
"11154",2021-01-10,"Rajasthan",5475101,NA,NA
"11155",2021-01-11,"Rajasthan",5485004,NA,NA
"11156",2021-01-12,"Rajasthan",5510518,NA,NA
"11157",2021-01-13,"Rajasthan",5533802,NA,NA
"11158",2021-01-14,"Rajasthan",5555674,NA,NA
"11159",2021-01-15,"Rajasthan",5568441,NA,NA
"11160",2021-01-16,"Rajasthan",5591844,NA,NA
"11161",2021-01-17,"Rajasthan",5613209,NA,NA
"11162",2021-01-18,"Rajasthan",5622315,NA,NA
"11163",2021-01-19,"Rajasthan",5647780,NA,NA
"11164",2021-01-20,"Rajasthan",5670615,NA,NA
"11165",2021-01-21,"Rajasthan",5683441,NA,NA
"11166",2021-01-22,"Rajasthan",5705383,NA,NA
"11167",2021-01-23,"Rajasthan",5726754,NA,NA
"11168",2021-01-24,"Rajasthan",5744724,NA,NA
"11169",2021-01-25,"Rajasthan",5751640,NA,NA
"11170",2021-01-26,"Rajasthan",5771559,NA,NA
"11171",2021-01-27,"Rajasthan",5778472,NA,NA
"11172",2021-01-28,"Rajasthan",5797355,NA,NA
"11173",2021-01-29,"Rajasthan",5814009,NA,NA
"11174",2021-01-30,"Rajasthan",5832977,NA,NA
"11175",2021-01-31,"Rajasthan",5851737,NA,NA
"11176",2021-02-01,"Rajasthan",5858590,NA,NA
"11177",2021-02-02,"Rajasthan",5872507,NA,NA
"11178",2021-02-03,"Rajasthan",5889518,NA,NA
"11179",2021-02-04,"Rajasthan",5908302,NA,NA
"11180",2021-02-05,"Rajasthan",5925867,NA,NA
"11181",2021-02-06,"Rajasthan",5945084,NA,NA
"11182",2021-02-07,"Rajasthan",5963644,NA,NA
"11183",2021-02-08,"Rajasthan",5970645,NA,NA
"11184",2021-02-09,"Rajasthan",5992501,NA,NA
"11185",2021-02-10,"Rajasthan",6012115,NA,NA
"11186",2021-02-11,"Rajasthan",6031403,NA,NA
"11187",2021-02-12,"Rajasthan",6049608,NA,NA
"11188",2021-02-13,"Rajasthan",6068008,NA,NA
"11189",2021-02-14,"Rajasthan",6087241,NA,NA
"11190",2021-02-15,"Rajasthan",6093518,NA,NA
"11191",2021-02-16,"Rajasthan",6111693,NA,NA
"11192",2021-02-17,"Rajasthan",6126862,NA,NA
"11193",2021-02-18,"Rajasthan",6142865,NA,NA
"11194",2021-02-19,"Rajasthan",6161092,NA,NA
"11195",2021-02-20,"Rajasthan",6178593,NA,NA
"11196",2021-02-21,"Rajasthan",6196348,NA,NA
"11197",2021-02-22,"Rajasthan",6202897,NA,NA
"11198",2021-02-23,"Rajasthan",6221798,NA,NA
"11199",2021-02-24,"Rajasthan",6238864,NA,NA
"11200",2021-02-25,"Rajasthan",6255821,NA,NA
"11201",2021-02-26,"Rajasthan",6272778,NA,NA
"11202",2021-02-27,"Rajasthan",6288702,NA,NA
"11203",2021-02-28,"Rajasthan",6304465,NA,NA
"11204",2021-03-01,"Rajasthan",6311140,NA,NA
"11205",2021-03-02,"Rajasthan",6328173,NA,NA
"11206",2021-03-03,"Rajasthan",6343717,NA,NA
"11207",2021-03-04,"Rajasthan",6360150,NA,NA
"11208",2021-03-05,"Rajasthan",6376085,NA,NA
"11209",2021-03-06,"Rajasthan",6393132,NA,NA
"11210",2021-03-07,"Rajasthan",6410889,NA,NA
"11211",2021-03-08,"Rajasthan",6418664,NA,NA
"11212",2021-03-09,"Rajasthan",6438485,NA,NA
"11213",2021-03-10,"Rajasthan",6456572,NA,NA
"11214",2021-03-11,"Rajasthan",6474600,NA,NA
"11215",2021-03-12,"Rajasthan",6484022,NA,NA
"11216",2021-03-13,"Rajasthan",6500997,NA,NA
"11217",2021-03-14,"Rajasthan",6515985,NA,NA
"11218",2021-03-15,"Rajasthan",6523039,NA,NA
"11219",2021-03-16,"Rajasthan",6540217,NA,NA
"11220",2021-03-17,"Rajasthan",6556622,NA,NA
"11221",2021-03-18,"Rajasthan",6574421,NA,NA
"11222",2021-03-19,"Rajasthan",6595443,NA,NA
"11223",2021-03-20,"Rajasthan",6620036,NA,NA
"11224",2021-03-21,"Rajasthan",6646073,NA,NA
"11225",2021-03-22,"Rajasthan",6657689,NA,NA
"11226",2021-03-23,"Rajasthan",6692252,NA,NA
"11227",2021-03-24,"Rajasthan",6726815,NA,NA
"11228",2021-03-25,"Rajasthan",6756641,NA,NA
"11229",2021-03-26,"Rajasthan",6789888,NA,NA
"11230",2021-03-27,"Rajasthan",6824876,NA,NA
"11231",2021-03-28,"Rajasthan",6858264,NA,NA
"11232",2021-03-29,"Rajasthan",6869625,NA,NA
"11233",2021-03-30,"Rajasthan",6873806,NA,NA
"11234",2021-03-31,"Rajasthan",6908881,NA,NA
"11235",2021-04-01,"Rajasthan",6945497,NA,NA
"11236",2021-04-02,"Rajasthan",6983623,NA,NA
"11237",2021-04-03,"Rajasthan",7010397,NA,NA
"11238",2021-04-04,"Rajasthan",7056864,NA,NA
"11239",2021-04-05,"Rajasthan",7076638,NA,NA
"11240",2021-04-06,"Rajasthan",7128353,NA,NA
"11241",2021-04-07,"Rajasthan",7178301,NA,NA
"11242",2021-04-08,"Rajasthan",7230603,NA,NA
"11243",2021-04-09,"Rajasthan",7285519,NA,NA
"11244",2021-04-10,"Rajasthan",7341539,NA,NA
"11245",2021-04-11,"Rajasthan",7398952,NA,NA
"11246",2021-04-12,"Rajasthan",7425270,NA,NA
"11247",2021-04-13,"Rajasthan",7484479,NA,NA
"11248",2021-04-14,"Rajasthan",7524365,NA,NA
"11249",2021-04-15,"Rajasthan",7567748,NA,NA
"11250",2021-04-16,"Rajasthan",7628646,NA,NA
"11251",2021-04-17,"Rajasthan",7695207,NA,NA
"11252",2021-04-18,"Rajasthan",7760082,NA,NA
"11253",2021-04-19,"Rajasthan",7800262,NA,NA
"11254",2021-04-20,"Rajasthan",7886105,NA,NA
"11255",2021-04-21,"Rajasthan",7967086,NA,NA
"11256",2021-04-22,"Rajasthan",8025721,NA,NA
"11257",2021-04-23,"Rajasthan",8111760,NA,NA
"11258",2021-04-24,"Rajasthan",8197849,NA,NA
"11259",2021-04-25,"Rajasthan",8277809,NA,NA
"11260",2021-04-26,"Rajasthan",8322104,NA,NA
"11261",2021-04-27,"Rajasthan",8411797,NA,NA
"11262",2021-04-28,"Rajasthan",8497418,NA,NA
"11263",2021-04-29,"Rajasthan",8582791,NA,NA
"11264",2021-04-30,"Rajasthan",8664982,NA,NA
"11265",2021-05-01,"Rajasthan",8749162,NA,NA
"11266",2021-05-02,"Rajasthan",8833897,NA,NA
"11267",2021-05-03,"Rajasthan",8882698,NA,NA
"11268",2021-05-04,"Rajasthan",8982116,NA,NA
"11269",2021-05-05,"Rajasthan",9074803,NA,NA
"11270",2021-05-06,"Rajasthan",9164902,NA,NA
"11271",2021-05-07,"Rajasthan",9242688,NA,NA
"11272",2021-05-08,"Rajasthan",9322119,NA,NA
"11273",2021-05-09,"Rajasthan",9397607,NA,NA
"11274",2021-05-10,"Rajasthan",9438776,NA,NA
"11275",2021-05-11,"Rajasthan",9522627,NA,NA
"11276",2021-05-12,"Rajasthan",9599659,NA,NA
"11277",2021-05-13,"Rajasthan",9672129,NA,NA
"11278",2021-05-14,"Rajasthan",9739918,NA,NA
"11279",2021-05-15,"Rajasthan",9790123,NA,NA
"11280",2021-05-16,"Rajasthan",9862902,NA,NA
"11281",2021-05-17,"Rajasthan",9899078,NA,NA
"11282",2021-05-18,"Rajasthan",9973974,NA,NA
